-1,-1,-1,-1,-1,-1,-1,-1,7,76,76,76,76,76,76,76,76,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,27,20,0,0,0,0,0,0,0,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,27,0,0,0,0,0,0,0,0,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,27,0,0,0,0,0,0,2,0,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,27,0,0,0,0,0,0,0,0,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,27,0,0,0,0,0,0,0,0,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,27,0,0,0,0,0,0,0,0,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,27,0,0,0,0,0,0,0,40,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,47,76,76,87,0,0,67,76,76,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,0,0,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,76,76,76,76,76,76,76,76,19,-1,27,0,0,39,-1,7,76,76,76,76,76,76,76,76,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
27,0,0,23,24,25,26,0,0,39,-1,27,0,0,39,-1,27,0,0,0,0,0,0,0,0,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
27,0,0,0,0,0,0,40,0,39,-1,27,0,0,39,-1,27,0,0,0,0,0,0,0,0,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
27,0,0,0,0,0,0,41,40,69,76,89,0,0,69,76,89,0,0,0,0,0,0,0,0,69,76,76,76,76,76,76,76,19,-1,-1,-1,-1,-1,-1
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,39,-1,-1,-1,-1,-1,-1
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,39,-1,-1,-1,-1,-1,-1
27,0,0,0,0,1,0,0,0,67,76,87,20,0,67,76,87,0,0,0,0,0,0,0,0,67,76,76,76,76,87,0,0,39,-1,-1,-1,-1,-1,-1
27,0,0,0,0,0,0,0,0,39,-1,27,0,0,39,-1,27,0,0,0,0,0,0,0,0,39,-1,-1,-1,-1,27,0,0,39,-1,-1,-1,-1,-1,-1
27,0,0,0,0,0,0,0,0,39,-1,27,0,0,39,-1,27,0,0,0,0,0,0,0,1,39,-1,-1,-1,-1,27,0,0,39,-1,-1,-1,-1,-1,-1
47,76,76,76,76,76,76,76,76,59,-1,27,0,2,39,-1,47,76,76,76,76,76,76,76,76,59,-1,-1,-1,-1,27,0,0,39,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,0,0,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,0,0,39,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,7,76,89,0,0,69,76,76,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,76,89,0,0,69,76,19,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,27,0,0,0,0,0,0,0,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,0,0,0,0,1,0,39,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,27,0,0,0,0,0,0,0,69,76,76,76,76,76,76,76,76,76,76,89,20,0,0,0,0,0,39,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,27,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,40,0,39,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,67,76,87,0,0,0,0,0,0,39,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,27,0,0,0,0,0,0,0,67,76,76,76,76,87,0,41,0,39,-1,27,0,0,0,0,0,0,39,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,27,0,0,0,0,0,0,0,39,-1,-1,-1,-1,27,0,0,0,39,-1,47,76,76,76,76,76,76,59,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,47,76,87,0,0,0,67,76,59,-1,-1,-1,-1,27,0,0,0,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,0,0,0,39,-1,-1,-1,-1,-1,-1,27,0,0,0,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,0,0,0,39,-1,-1,-1,-1,7,76,89,0,0,0,69,76,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,0,0,0,39,-1,-1,-1,-1,27,0,0,0,0,0,0,0,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,0,0,0,69,76,76,76,76,89,0,0,0,0,0,0,2,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,76,76,76,76,76,76,76,76,87,0,0,1,0,0,0,0,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,0,0,0,0,0,0,0,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,76,76,76,76,76,76,76,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
