7,76,76,76,76,76,76,76,76,19,-1,-1,-1,-1,7,76,76,76,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
27,0,0,0,0,0,0,0,0,39,-1,-1,-1,-1,27,0,0,0,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
27,0,2,0,0,0,0,0,0,69,76,76,76,76,89,0,0,0,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
27,0,0,0,0,0,0,0,0,0,23,24,25,26,0,0,0,0,39,-1,-1,-1,-1,-1,-1,7,76,76,76,19
27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40,0,0,39,-1,-1,-1,-1,-1,-1,27,0,23,26,39
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,41,0,39,-1,-1,-1,7,76,76,89,0,0,0,39
27,0,0,0,20,0,0,0,0,67,76,76,76,76,87,0,0,0,39,-1,-1,-1,27,0,0,21,0,0,0,39
27,0,40,0,0,0,0,0,0,39,-1,-1,-1,-1,27,0,0,0,39,-1,-1,-1,27,0,0,0,0,0,0,39
27,0,0,0,0,0,0,0,22,39,-1,-1,-1,-1,27,0,0,0,69,76,76,76,89,0,0,0,0,0,0,39
47,76,76,76,76,76,76,76,76,59,-1,-1,-1,-1,27,0,0,0,1,0,40,0,0,0,0,0,0,0,0,39
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,0,0,0,67,76,76,87,0,0,0,0,0,0,0,39
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,0,0,0,39,-1,-1,27,0,0,0,0,0,0,0,39
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,0,0,0,39,-1,-1,27,0,0,0,0,0,0,0,39
-1,-1,-1,-1,-1,7,76,76,76,76,76,76,76,76,89,0,0,0,39,-1,-1,47,76,87,0,0,0,22,0,39
-1,-1,-1,-1,-1,27,0,0,0,0,0,0,0,0,0,0,0,0,39,-1,-1,-1,-1,27,41,0,0,0,0,39
-1,-1,-1,-1,-1,27,0,0,0,0,0,0,0,0,41,0,0,0,39,-1,-1,-1,-1,47,76,76,76,76,76,59
-1,-1,-1,-1,-1,27,0,0,0,0,0,0,0,0,0,0,0,0,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,27,0,0,0,67,76,76,76,76,76,76,76,76,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,47,76,76,76,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
